Общие колиформные бактерии (ОКБ)	отс.	90	53
Железо общее	<0.05	1355	87
Термотолерантные колиформные бактерии (ТКБ)	отс.	1356	87
Общее микробное число (ОМЧ)	отс.	1357	87
Остаточный хлор	0.50	1358	87
Запах при 60C	1	1359	87
Неизвестно (5147)	0	1360	87
Неизвестно (5148)	Без привкуса	1361	87
Общие колиформные бактерии (ОКБ)	отс.	1362	87
Неизвестно (1000)	Без запаха	1363	34
Неизвестно (1001)	Хлорный	1364	34
Запах при 20C	0	1365	34
Неизвестно (1003)	18.0	1366	34
Цветность	5	1367	34
Мутность	<0.30	1368	34
Водородный показатель (pH)	7.2	1369	34
Железо общее	<0.05	1370	34
Термотолерантные колиформные бактерии (ТКБ)	отс.	1371	34
Общее микробное число (ОМЧ)	отс.	1372	34
Неизвестно (5147)	1	313	
Запах при 20C	0	1229	85
Цветность	<5	1426	
Остаточный хлор	0.60	1373	34
Запах при 60C	1	1374	34
Неизвестно (5147)	0	1375	34
Неизвестно (5148)	Без привкуса	1376	34
Общие колиформные бактерии (ОКБ)	отс.	1377	34
Неизвестно (1000)	Тинистый	1378	23
Неизвестно (1001)	Тинистый	1379	23
Запах при 20C	1	1380	23
Неизвестно (1003)	20.0	1381	23
Цветность	5	1382	23
Мутность	0.45	1383	23
Водородный показатель (pH)	7.3	1384	23
Железо общее	<0.05	1385	23
Термотолерантные колиформные бактерии (ТКБ)	отс.	1386	23
Общее микробное число (ОМЧ)	отс.	1387	23
Остаточный хлор	0.34	1388	23
Запах при 60C	1-2	1389	23
Неизвестно (5147)	1-2	1390	23
Неизвестно (5148)	Тинистый	1391	23
Общие колиформные бактерии (ОКБ)	отс.	1392	23
Неизвестно (1000)	Хлорно-тинистый	1393	4
Неизвестно (1001)	Хлорно-тинистый	1394	4
Запах при 20C	1	1395	4
Неизвестно (1003)	19.2	1396	4
Цветность	6	1397	4
Мутность	<0.30	1398	4
Водородный показатель (pH)	7.4	1399	4
Железо общее	0.05	1400	4
Термотолерантные колиформные бактерии (ТКБ)	отс.	1401	4
Общее микробное число (ОМЧ)	отс.	1402	4
Остаточный хлор	0.72	1403	4
Неизвестно (5147)	1	1404	4
Неизвестно (5148)	Хлорно-тинистый	1405	4
Общие колиформные бактерии (ОКБ)	отс.	1406	4
Неизвестно (1000)	Без запаха	1407	63
Неизвестно (1001)	Хлорно-тинистый	1408	63
Запах при 20C	0	1409	63
Неизвестно (1003)	19.4	1410	63
Цветность	<5	1411	63
Мутность	<0.30	1412	63
Водородный показатель (pH)	7.3	1413	63
Железо общее	<0.05	1414	63
Термотолерантные колиформные бактерии (ТКБ)	отс.	1415	63
Общее микробное число (ОМЧ)	отс.	1416	63
Остаточный хлор	0.45	1417	63
Запах при 60C	1	1418	63
Неизвестно (5147)	0	1419	63
Неизвестно (5148)	Без привкуса	1420	63
Общие колиформные бактерии (ОКБ)	отс.	1421	63
Неизвестно (1000)	Без запаха	1422	
Неизвестно (1003)	20.3	1425	
Мутность	<0.30	1427	
Водородный показатель (pH)	7.3	1428	
Железо общее	<0.05	1429	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1430	
Общее микробное число (ОМЧ)	отс.	1431	
Остаточный хлор	0.69	1432	
Запах при 60C	1	1433	
Неизвестно (5147)	0	1434	
Неизвестно (5148)	Без привкуса	1435	
Общие колиформные бактерии (ОКБ)	отс.	1436	
Неизвестно (1000)	Тинистый	1437	
Неизвестно (1001)	Тинистый	1438	
Запах при 20C	1-2	1439	
Неизвестно (1003)	21.3	1440	
Цветность	7	1441	
Мутность	0.30	1442	
Водородный показатель (pH)	7.3	1443	
Железо общее	<0.05	1444	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1445	
Общее микробное число (ОМЧ)	отс.	1446	
Остаточный хлор	0.23	1447	
Запах при 60C	2	1448	
Неизвестно (5147)	1-2	1449	
Неизвестно (5148)	Тинистый	1450	
Общие колиформные бактерии (ОКБ)	отс.	1451	
Неизвестно (1000)	Хлорно-тинистый	1452	47
Неизвестно (1001)	Хлорно-тинистый	1453	47
Запах при 20C	1	1454	47
Неизвестно (1003)	19.4	1455	47
Цветность	7	1456	47
Мутность	<0.30	1457	47
Водородный показатель (pH)	7.3	1458	47
Железо общее	<0.05	1459	47
Термотолерантные колиформные бактерии (ТКБ)	отс.	1460	47
Общее микробное число (ОМЧ)	отс.	1461	47
Остаточный хлор	0.75	1462	47
Запах при 60C	1-2	1463	47
Неизвестно (5147)	1	1464	47
Неизвестно (5148)	Хлорно-тинистый	1465	47
Общие колиформные бактерии (ОКБ)	отс.	1466	47
Неизвестно (1000)	Хлорно-тинистый	1467	25
Неизвестно (1001)	Хлорно-тинистый	1468	25
Запах при 20C	1	1469	25
Неизвестно (1003)	15.0	1470	25
Цветность	<5	1471	25
Мутность	<0.30	1472	25
Водородный показатель (pH)	7.5	1473	25
Железо общее	<0.05	1474	25
Термотолерантные колиформные бактерии (ТКБ)	отс.	1475	25
Общее микробное число (ОМЧ)	отс.	1476	25
Остаточный хлор	0.78	1477	25
Запах при 60C	1-2	1478	25
Неизвестно (5147)	1	1479	25
Неизвестно (5148)	Хлорно-тинистый	1480	25
Общие колиформные бактерии (ОКБ)	отс.	1481	25
Неизвестно (1000)	Хлорно-тинистый	1482	69
Неизвестно (1001)	Хлорно-тинистый	1483	69
Цветность	<5	1486	69
Мутность	<0.30	1487	69
Водородный показатель (pH)	7.2	1488	69
Железо общее	0.06	1489	69
Термотолерантные колиформные бактерии (ТКБ)	отс.	1490	69
Общее микробное число (ОМЧ)	отс.	1491	69
Остаточный хлор	0.67	1492	69
Запах при 60C	1	1493	69
Неизвестно (5147)	1	1494	69
Неизвестно (5148)	Хлорно-тинистый	1495	69
Общие колиформные бактерии (ОКБ)	отс.	1496	69
Неизвестно (1000)	Тинистый	1497	94
Неизвестно (1001)	Тинистый	1498	94
Запах при 20C	0	1079	21
Запах при 20C	1	1499	94
Неизвестно (1003)	21.1	1500	94
Цветность	<5	1501	94
Мутность	<0.30	1502	94
Водородный показатель (pH)	7.3	1503	94
Железо общее	0.06	1504	94
Термотолерантные колиформные бактерии (ТКБ)	отс.	1505	94
Общее микробное число (ОМЧ)	отс.	1506	94
Остаточный хлор	0.27	1507	94
Запах при 60C	1-2	1508	94
Неизвестно (5147)	1	1509	94
Неизвестно (5148)	Тинистый	1510	94
Общие колиформные бактерии (ОКБ)	отс.	1511	94
Неизвестно (1000)	Тинистый	1512	13
Неизвестно (1001)	Хлорно-тинистый	1513	13
Неизвестно (1003)	18.1	1515	13
Цветность	<5	1516	13
Мутность	<0.30	1517	13
Водородный показатель (pH)	7.2	1518	13
Железо общее	<0.05	1519	13
Термотолерантные колиформные бактерии (ТКБ)	отс.	1520	13
Общее микробное число (ОМЧ)	отс.	1521	13
Остаточный хлор	0.47	1522	13
Запах при 60C	1	1523	13
Неизвестно (5147)	1	1524	13
Неизвестно (5148)	Тинистый	1525	13
Общие колиформные бактерии (ОКБ)	отс.	1526	13
Неизвестно (1000)	Тинистый	1527	45
Неизвестно (1001)	Хлорно-тинистый	1528	45
Запах при 20C	1	1529	45
Неизвестно (1003)	19.9	1530	45
Цветность	<5	1531	45
Мутность	<0.30	1532	45
Водородный показатель (pH)	7.4	1533	45
Железо общее	<0.05	1534	45
Термотолерантные колиформные бактерии (ТКБ)	отс.	1535	45
Общее микробное число (ОМЧ)	отс.	1536	45
Остаточный хлор	0.64	1537	45
Запах при 60C	1-2	1538	45
Неизвестно (5147)	1	1539	45
Неизвестно (5148)	Тинистый	1540	45
Мутность	<0.30	1682	39
Общие колиформные бактерии (ОКБ)	отс.	1541	45
Неизвестно (1000)	Без запаха	1542	54
Неизвестно (1001)	Хлорный	1543	54
Запах при 20C	0	1544	54
Неизвестно (1003)	17.8	1545	54
Цветность	<5	1546	54
Мутность	<0.30	1547	54
Водородный показатель (pH)	7.5	1548	54
Железо общее	<0.05	1549	54
Термотолерантные колиформные бактерии (ТКБ)	отс.	1550	54
Общее микробное число (ОМЧ)	отс.	1551	54
Остаточный хлор	0.95	1552	54
Запах при 60C	1-2	1553	54
Неизвестно (5147)	0	1554	54
Неизвестно (5148)	Без привкуса	1555	54
Общие колиформные бактерии (ОКБ)	отс.	1556	54
Неизвестно (1000)	Хлорно-тинистый	1557	98
Железо общее	<0.05	1774	68
Неизвестно (1001)	Хлорно-тинистый	1558	98
Запах при 20C	1	1559	98
Неизвестно (1003)	20.3	1560	98
Цветность	7	1561	98
Мутность	0.31	1562	98
Водородный показатель (pH)	7.4	1563	98
Железо общее	<0.05	1564	98
Термотолерантные колиформные бактерии (ТКБ)	отс.	1565	98
Общее микробное число (ОМЧ)	отс.	1566	98
Остаточный хлор	0.74	1567	98
Запах при 60C	1-2	1568	98
Неизвестно (5147)	1	1569	98
Неизвестно (5148)	Хлорно-тинистый	1570	98
Общие колиформные бактерии (ОКБ)	отс.	1571	98
Неизвестно (1000)	Хлорно-тинистый	1572	
Неизвестно (1001)	Хлорный	1573	
Запах при 20C	1	1574	
Неизвестно (1003)	19.5	1575	
Цветность	<5	1576	
Мутность	<0.30	1577	
Водородный показатель (pH)	7.3	1578	
Железо общее	<0.05	1579	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1580	
Общее микробное число (ОМЧ)	отс.	1581	
Остаточный хлор	0.97	1582	
Неизвестно (5147)	0	1584	
Неизвестно (5148)	Без привкуса	1585	
Общие колиформные бактерии (ОКБ)	отс.	1586	
Неизвестно (1000)	Тинистый	1587	43
Неизвестно (1001)	Тинистый	1588	43
Запах при 20C	1	1589	43
Неизвестно (1003)	20.8	1590	43
Цветность	<5	1591	43
Мутность	0.34	1592	43
Водородный показатель (pH)	7.3	1593	43
Железо общее	<0.05	1594	43
Термотолерантные колиформные бактерии (ТКБ)	отс.	1595	43
Общее микробное число (ОМЧ)	отс.	1596	43
Остаточный хлор	0.29	1597	43
Неизвестно (1001)	Хлорно-тинистый	1423	
Запах при 60C	1-2	1598	43
Неизвестно (5147)	1	1599	43
Неизвестно (5148)	Тинистый	1600	43
Общие колиформные бактерии (ОКБ)	отс.	1601	43
Неизвестно (1000)	Без запаха	1602	7
Неизвестно (1001)	Хлорный	1603	7
Запах при 20C	0-1	1604	7
Неизвестно (1003)	17.5	1605	7
Цветность	<5	1606	7
Мутность	<0.30	1607	7
Водородный показатель (pH)	7.5	1608	7
Железо общее	<0.05	1609	7
Запах при 20C	1	1754	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1610	7
Общее микробное число (ОМЧ)	отс.	1611	7
Остаточный хлор	1.11	1612	7
Запах при 60C	1-2	1613	7
Неизвестно (5147)	0	1614	7
Неизвестно (5148)	Без привкуса	1615	7
Общие колиформные бактерии (ОКБ)	отс.	1616	7
Неизвестно (1000)	Без запаха	1617	
Неизвестно (1001)	Хлорный	1618	
Запах при 20C	0-1	1619	
Неизвестно (1003)	18.9	1620	
Цветность	<5	1621	
Мутность	<0.30	1622	
Водородный показатель (pH)	7.4	1623	
Железо общее	<0.05	1624	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1625	
Общее микробное число (ОМЧ)	отс.	1626	
Остаточный хлор	0.89	1627	
Запах при 60C	1	1628	
Неизвестно (5147)	0	1629	
Неизвестно (5148)	Без привкуса	1630	
Общие колиформные бактерии (ОКБ)	отс.	1631	
Неизвестно (1000)	Хлорно-тинистый	1632	
Неизвестно (1001)	Хлорно-тинистый	1633	
Запах при 20C	1	1634	
Неизвестно (1003)	20.1	1635	
Цветность	5	1636	
Мутность	<0.30	1637	
Водородный показатель (pH)	7.3	1638	
Железо общее	0.05	1639	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1640	
Общее микробное число (ОМЧ)	отс.	1641	
Остаточный хлор	0.34	1642	
Запах при 60C	1	1643	
Неизвестно (5147)	1	1644	
Неизвестно (5148)	Хлорно-тинистый	1645	
Цветность	6	1231	85
Общие колиформные бактерии (ОКБ)	отс.	1646	
Неизвестно (1000)	Хлорно-тинистый	1647	46
Неизвестно (1001)	Хлорно-тинистый	1648	46
Запах при 20C	1	1649	46
Неизвестно (1003)	20.6	1650	46
Цветность	5	1651	46
Мутность	0.31	1652	46
Водородный показатель (pH)	7.3	1653	46
Железо общее	<0.05	1654	46
Термотолерантные колиформные бактерии (ТКБ)	отс.	1655	46
Общее микробное число (ОМЧ)	отс.	1656	46
Остаточный хлор	0.59	1657	46
Запах при 60C	1	1658	46
Неизвестно (5147)	1	1659	46
Неизвестно (5148)	Хлорно-тинистый	1660	46
Общие колиформные бактерии (ОКБ)	отс.	1661	46
Неизвестно (1000)	Тинистый	1662	5
Неизвестно (1001)	Тинистый	1663	5
Запах при 20C	1	1664	5
Неизвестно (1003)	20.0	1665	5
Цветность	<5	1666	5
Мутность	<0.30	1667	5
Водородный показатель (pH)	7.4	1668	5
Железо общее	<0.05	1669	5
Термотолерантные колиформные бактерии (ТКБ)	отс.	1670	5
Общее микробное число (ОМЧ)	отс.	1671	5
Остаточный хлор	0.21	1672	5
Запах при 60C	2	1673	5
Неизвестно (5147)	1	1674	5
Неизвестно (5148)	Тинистый	1675	5
Общие колиформные бактерии (ОКБ)	отс.	1676	5
Неизвестно (1000)	Хлорно-тинистый	1677	39
Неизвестно (1001)	Хлорно-тинистый	1678	39
Запах при 20C	1	1679	39
Неизвестно (1003)	20.0	1680	39
Водородный показатель (pH)	7.3	1683	39
Железо общее	<0.05	1684	39
Термотолерантные колиформные бактерии (ТКБ)	отс.	1685	39
Общее микробное число (ОМЧ)	отс.	1686	39
Остаточный хлор	0.75	1687	39
Запах при 60C	2	1688	39
Неизвестно (5147)	1	1689	39
Неизвестно (5148)	Хлорно-тинистый	1690	39
Общие колиформные бактерии (ОКБ)	отс.	1691	39
Неизвестно (1000)	Тинистый	1692	99
Неизвестно (1001)	Тинистый	1693	99
Запах при 20C	1	1694	99
Неизвестно (1003)	21.8	1695	99
Цветность	<5	1696	99
Мутность	<0.30	1697	99
Водородный показатель (pH)	7.2	1698	99
Железо общее	<0.05	1699	99
Термотолерантные колиформные бактерии (ТКБ)	отс.	1700	99
Общее микробное число (ОМЧ)	отс.	1701	99
Остаточный хлор	0.17	1702	99
Запах при 60C	1-2	1703	99
Неизвестно (5147)	1	1704	99
Неизвестно (5148)	Тинистый	1705	99
Общие колиформные бактерии (ОКБ)	отс.	1706	99
Неизвестно (1000)	Тинистый	1707	61
Неизвестно (1001)	Тинистый	1708	61
Запах при 20C	1	1709	61
Неизвестно (1003)	20.1	1710	61
Цветность	5	1711	61
Мутность	<0.30	1712	61
Водородный показатель (pH)	7.4	1713	61
Термотолерантные колиформные бактерии (ТКБ)	отс.	1715	61
Общее микробное число (ОМЧ)	отс.	1716	61
Остаточный хлор	0.40	1717	61
Запах при 60C	1-2	1718	61
Неизвестно (5147)	1	1719	61
Неизвестно (5148)	Тинистый	1720	61
Общие колиформные бактерии (ОКБ)	отс.	1721	61
Неизвестно (1000)	Тинистый	1722	
Неизвестно (1001)	Тинистый	1723	
Запах при 20C	1	1724	
Неизвестно (1003)	20.1	1725	
Цветность	<5	1726	
Мутность	<0.30	1727	
Водородный показатель (pH)	7.3	1728	
Железо общее	<0.05	1729	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1730	
Общее микробное число (ОМЧ)	отс.	1731	
Остаточный хлор	0.31	1732	
Запах при 60C	1-2	1733	
Неизвестно (5147)	1	1734	
Неизвестно (5148)	Тинистый	1735	
Общие колиформные бактерии (ОКБ)	отс.	1736	
Неизвестно (1000)	Тинистый	1737	
Неизвестно (1001)	Тинистый	1738	
Запах при 20C	1	1739	
Неизвестно (1003)	19.4	1740	
Цветность	7	1741	
Мутность	<0.30	1742	
Водородный показатель (pH)	7.2	1743	
Железо общее	0.07	1744	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1745	
Общее микробное число (ОМЧ)	отс.	1746	
Остаточный хлор	0.24	1747	
Неизвестно (1000)	Тинистый	91	86
Неизвестно (1001)	Тинистый	92	86
Запах при 20C	1	93	86
Неизвестно (1003)	21.4	94	86
Цветность	8	95	86
Мутность	0.35	96	86
Водородный показатель (pH)	7.3	97	86
Железо общее	<0.05	98	86
Термотолерантные колиформные бактерии (ТКБ)	отс.	99	86
Общее микробное число (ОМЧ)	отс.	100	86
Цветность	7	155	76
Неизвестно (1003)	17.3	245	36
Цветность	14	246	36
Мутность	0.69	247	36
Водородный показатель (pH)	7.4	248	36
Железо общее	<0.05	249	36
Термотолерантные колиформные бактерии (ТКБ)	отс.	250	36
Общее микробное число (ОМЧ)	отс.	251	36
Остаточный хлор	0.58	252	36
Запах при 60C	1	253	36
Неизвестно (5147)	1	254	36
Неизвестно (5148)	Хлорно-тинистый	255	36
Общие колиформные бактерии (ОКБ)	отс.	256	36
Неизвестно (1000)	Хлорно-тинистый	257	10
Неизвестно (1001)	Хлорно-тинистый	258	10
Запах при 20C	1	259	10
Неизвестно (1003)	20.0	260	10
Мутность	<0.30	292	
Водородный показатель (pH)	7.4	293	
Железо общее	<0.05	294	
Термотолерантные колиформные бактерии (ТКБ)	отс.	295	
Общее микробное число (ОМЧ)	отс.	296	
Остаточный хлор	1.05	297	
Неизвестно (5147)	1	298	
Неизвестно (5148)	Хлорный	299	
Общие колиформные бактерии (ОКБ)	отс.	300	
Неизвестно (1000)	Тинистый	301	
Неизвестно (1001)	Тинистый	302	
Неизвестно (1003)	20.3	304	
Цветность	10	305	
Мутность	<0.30	306	
Водородный показатель (pH)	7.3	307	
Железо общее	<0.05	308	
Термотолерантные колиформные бактерии (ТКБ)	отс.	309	
Общее микробное число (ОМЧ)	отс.	310	
Остаточный хлор	0.35	311	
Запах при 60C	1	312	
Общие колиформные бактерии (ОКБ)	отс.	315	
Запах при 60C	1-2	1748	
Неизвестно (5147)	1	1749	
Общие колиформные бактерии (ОКБ)	отс.	1751	
Неизвестно (1000)	Хлорно-тинистый	1752	
Неизвестно (1001)	Хлорно-тинистый	1753	
Неизвестно (1003)	21.0	1755	
Цветность	8	1756	
Мутность	<0.30	1757	
Водородный показатель (pH)	7.3	1758	
Железо общее	<0.05	1759	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1760	
Общее микробное число (ОМЧ)	отс.	1761	
Остаточный хлор	0.46	1762	
Запах при 60C	1-2	1763	
Неизвестно (5147)	1	1764	
Неизвестно (5148)	Хлорно-тинистый	1765	
Общие колиформные бактерии (ОКБ)	отс.	1766	
Неизвестно (1000)	Тинистый	1767	68
Неизвестно (1001)	Тинистый	1768	68
Запах при 20C	1	1769	68
Неизвестно (1003)	20.5	1770	68
Цветность	7	1771	68
Мутность	0.38	1772	68
Водородный показатель (pH)	7.5	1773	68
Неизвестно (1000)	Болотный	1796	73
Неизвестно (1001)	Болотный	1797	73
Запах при 20C	1	1798	73
Цветность	12	1799	73
Мутность	<0.30	1800	73
Водородный показатель (pH)	7.4	1801	73
Железо общее	<0.05	1802	73
Термотолерантные колиформные бактерии (ТКБ)	отс.	1803	73
Общее микробное число (ОМЧ)	отс.	1804	73
Остаточный хлор	0.10	1805	73
Запах при 60C	1	1806	73
Неизвестно (5147)	1	1807	73
Неизвестно (5148)	Болотный	1808	73
Общие колиформные бактерии (ОКБ)	отс.	1809	73
Неизвестно (1001)	Болотный	1811	
Запах при 20C	1	1812	
Цветность	11	1813	
Мутность	0.32	1814	
Водородный показатель (pH)	7.4	1815	
Железо общее	0.05	1816	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1817	
Общее микробное число (ОМЧ)	отс.	1818	
Остаточный хлор	0.10	1819	
Запах при 60C	1	1820	
Неизвестно (5147)	1	1821	
Неизвестно (5148)	Болотный	1822	
Общие колиформные бактерии (ОКБ)	отс.	1823	
Неизвестно (1000)	Болотный	1824	67
Неизвестно (1001)	Болотный	1825	67
Запах при 20C	1	1826	67
Цветность	13	1827	67
Мутность	<0.30	1828	67
Водородный показатель (pH)	7.4	1829	67
Железо общее	0.05	1830	67
Термотолерантные колиформные бактерии (ТКБ)	отс.	1831	67
Общие колиформные бактерии (ОКБ)	отс.	75	84
Неизвестно (1000)	Тинистый	76	53
Неизвестно (1001)	Тинистый	77	53
Запах при 20C	1	78	53
Неизвестно (1003)	20.4	79	53
Цветность	8	80	53
Мутность	<0.30	81	53
Водородный показатель (pH)	7.4	82	53
Железо общее	<0.05	83	53
Термотолерантные колиформные бактерии (ТКБ)	отс.	84	53
Общее микробное число (ОМЧ)	отс.	85	53
Остаточный хлор	0.14	86	53
Запах при 60C	1-2	87	53
Неизвестно (5147)	1	88	53
Общее микробное число (ОМЧ)	отс.	1832	67
Остаточный хлор	0.10	1833	67
Запах при 60C	1	1834	67
Неизвестно (5147)	1	1835	67
Неизвестно (5148)	Болотный	1836	67
Цветность	6	110	26
Цветность	11	335	71
Мутность	<0.30	336	71
Остаточный хлор	0.36	624	79
Цветность	10	706	
Железо общее	<0.05	769	18
Запах при 60C	1-2	848	
Общее микробное число (ОМЧ)	отс.	996	55
Запах при 20C	1	1214	
Цветность	<5	1352	87
Железо общее	<0.05	1714	61
Водородный показатель (pH)	7.2	37	80
Железо общее	<0.05	38	80
Термотолерантные колиформные бактерии (ТКБ)	отс.	39	80
Общее микробное число (ОМЧ)	отс.	40	80
Остаточный хлор	0.54	41	80
Запах при 60C	1-2	42	80
Неизвестно (5147)	1	43	80
Неизвестно (5148)	Хлорно-тинистый	44	80
Общие колиформные бактерии (ОКБ)	отс.	45	80
Неизвестно (1000)	Хлорно-тинистый	46	64
Неизвестно (1001)	Хлорно-тинистый	47	64
Запах при 20C	1	48	64
Неизвестно (1003)	20.8	49	64
Цветность	11	50	64
Мутность	<0.30	51	64
Водородный показатель (pH)	7.2	52	64
Железо общее	<0.05	53	64
Термотолерантные колиформные бактерии (ТКБ)	отс.	54	64
Неизвестно (1000)	Тинистый	1	30
Неизвестно (1001)	Тинистый	2	30
Водородный показатель (pH)	7.2	337	71
Железо общее	<0.05	338	71
Термотолерантные колиформные бактерии (ТКБ)	отс.	339	71
Общее микробное число (ОМЧ)	отс.	340	71
Остаточный хлор	0.54	341	71
Запах при 60C	1	342	71
Неизвестно (5147)	1	343	71
Неизвестно (5148)	Тинистый	344	71
Общие колиформные бактерии (ОКБ)	отс.	345	71
Неизвестно (1000)	Хлорно-тинистый	346	44
Неизвестно (1001)	Хлорно-тинистый	347	44
Запах при 20C	1	348	44
Неизвестно (1003)	17.5	349	44
Цветность	11	350	44
Мутность	<0.30	351	44
Водородный показатель (pH)	7.3	352	44
Железо общее	<0.05	353	44
Термотолерантные колиформные бактерии (ТКБ)	отс.	354	44
Общее микробное число (ОМЧ)	отс.	355	44
Остаточный хлор	0.44	356	44
Запах при 60C	1	357	44
Запах при 20C	1	363	
Неизвестно (1001)	Тинистый	615	79
Цветность	10	721	90
Запах при 20C	0	1424	
Запах при 20C	1	1514	13
Запах при 60C	1	1583	
Общие колиформные бактерии (ОКБ)	отс.	1837	67
Неизвестно (1000)	Болотный	1838	
Неизвестно (1001)	Болотный	1839	
Запах при 20C	1	1840	
Цветность	12	1841	
Мутность	0.30	1842	
Водородный показатель (pH)	7.4	1843	
Железо общее	0.07	1844	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1845	
Общее микробное число (ОМЧ)	отс.	1846	
Остаточный хлор	0.10	1847	
Запах при 60C	1	1848	
Неизвестно (5147)	1	1849	
Неизвестно (5148)	Болотный	1850	
Общие колиформные бактерии (ОКБ)	отс.	1851	
Неизвестно (1000)	Болотный	1810	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1775	68
Общее микробное число (ОМЧ)	отс.	1776	68
Остаточный хлор	0.41	1777	68
Запах при 60C	2	1778	68
Неизвестно (5147)	1	1779	68
Неизвестно (5148)	Тинистый	1780	68
Общие колиформные бактерии (ОКБ)	отс.	1781	68
Неизвестно (1000)	Болотный	1782	33
Неизвестно (1001)	Болотный	1783	33
Запах при 20C	1	1784	33
Цветность	12	1785	33
Мутность	<0.30	1786	33
Водородный показатель (pH)	7.4	1787	33
Железо общее	<0.05	1788	33
Термотолерантные колиформные бактерии (ТКБ)	отс.	1789	33
Общее микробное число (ОМЧ)	отс.	1790	33
Остаточный хлор	0.18	1791	33
Запах при 60C	1-2	1792	33
Неизвестно (5147)	1	1793	33
Неизвестно (5148)	Болотный	1794	33
Общие колиформные бактерии (ОКБ)	отс.	1795	33
